ENTIDAD,PUESTO,NOMBRE_COMPLETO,DJI_ESTADO,DJI_REF
CONGRESO DE LA REPÚBLICA,CONGRESISTA,LLAULLI ROMERO FREDDY,null,null
CONGRESO DE LA REPÚBLICA,RESPONSABLE DEL G.F. DE COMUNICACIONES,LOPEZ SEDANO IDA LILA,null,null
CONGRESO DE LA REPÚBLICA,ASESOR,LOVATON DALENS HUMBERTO,FIRMADA 28/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=34977&llave=059MXSEL&idet=1
CONGRESO DE LA REPÚBLICA,ASESOR,LOZADA RENDON MARIA DEL CARMEN,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,LOZANO INOSTROZA ALEXANDER,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,LUNA MORALES JOSE LUIS,null,null
CONGRESO DE LA REPÚBLICA,PROFESIONAL DEL GRUPO FUNCIONAL DE COMPRAS,MACCAPA CHANCA MARY SENDER,FIRMADA 31/10/2018,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=4938&llave=BNJWFXZZ&idet=1
CONGRESO DE LA REPÚBLICA,CONGRESISTA,MACHACA MAMANI RAUL,null,null
CONGRESO DE LA REPÚBLICA,TECNICO DEL AREA DE INGENIERIA Y MANTENIMIENTO,MALENO CABALLERO JOSE JUAN,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,MAMANI BARRIGA JIM ALI,null,null
CONGRESO DE LA REPÚBLICA,TECNICO DEL AREA DE ADMINISTRACION DE EDIFICIOS,MANRIQUE BRAVO JAIME VICTOR,null,null
CONGRESO DE LA REPÚBLICA,ASESOR,MANSILLA DE VIVERO ANDREA LUCIA,FIRMADA 12/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=32719&llave=T9CBWIJG&idet=1
CONGRESO DE LA REPÚBLICA,CONGRESISTA,MANTILLA MEDINA MARIO FIDEL,FIRMADA 26/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=34329&llave=DNESMPNA&idet=1
CONGRESO DE LA REPÚBLICA,CONGRESISTA,MAQUERA CHAVEZ HECTOR SIMON,null,null
CONGRESO DE LA REPÚBLICA,ASESOR,MARDON ZARATE GUILLERMO MARTIN,FIRMADA 12/03/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=35573&llave=S91UGHCZ&idet=1
CONGRESO DE LA REPÚBLICA,RESPONSABLE DEL G.F. SERVICIO MEDICO,MARQUINA LARA MIGUEL ANDRES,null,null
CONGRESO DE LA REPÚBLICA,ASESOR,MARTINEZ VALERIANO GUSTAVO JUAN,null,null
CONGRESO DE LA REPÚBLICA,TECNICO DEL GRUPO FUNCIONAL DE COMPRAS,MATUTE RAMOS MILLER EDISON,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,MELENDEZ CELIS FERNANDO,null,null
CONGRESO DE LA REPÚBLICA,ASESOR,MENA MUÑIZ ANA CECILIA,FIRMADA 13/03/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=36224&llave=SCRMC7VO&idet=1
CONGRESO DE LA REPÚBLICA,CONGRESISTA,MENDOZA MARQUINA JAVIER,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,MERINO DE LAMA MANUEL ARTURO,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,MERINO LOPEZ OMAR,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,MESIA RAMIREZ CARLOS FERNANDO,null,null
CONGRESO DE LA REPÚBLICA,TECNICO DEL AREA DE INGENIERIA Y MANTENIMIENTO,MIRANDA SALAS EDUARDO WELLINGTON,null,null
CONGRESO DE LA REPÚBLICA,ASESOR,MONTENEGRO FLORES SHIRLEY,null,null
CONGRESO DE LA REPÚBLICA,JEFE DE AREA DE PRESUPUESTO,MONTERO MATUTE ROSARIO DEL PILAR,FIRMADA 09/03/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=35770&llave=HYLR7MT3&idet=1
CONGRESO DE LA REPÚBLICA,CONGRESISTA,MONTOYA GUIVIN ABSALON,FIRMADA 13/03/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=36293&llave=PYWVLSHV&idet=1
CONGRESO DE LA REPÚBLICA,Director General de Administración,MORALES MICHELOT SAMUEL HECTOR,FIRMADA 05/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=31924&llave=VL4BEPXT&idet=1
CONGRESO DE LA REPÚBLICA,ASESOR,MORON CESPEDES LUIS FERNANDO,FIRMADA 14/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=32987&llave=BN3JY5EO&idet=1
CONGRESO DE LA REPÚBLICA,JEFE DE DEPARTAMENTO DE REDACCION DEL DIARIO DE LOS DEBATES,MOSCAIZA MONCADA OMAR ISRAEL,FIRMADA 14/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=32998&llave=XJ34HSBU&idet=1
CONGRESO DE LA REPÚBLICA,TECNICO DEL AREA DE INFRAESTRUCTURA,MUGUERZA CACEDA VICTOR RAUL,null,null
CONGRESO DE LA REPÚBLICA,PROFESIONAL DEL AREA DE PROCURADURIA,MURICHE ASTORAYME CESAR ARMANDO,FIRMADA 18/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=33351&llave=2QGKPWZS&idet=1
CONGRESO DE LA REPÚBLICA,TECNICO DEL AREA DE ABASTECIMIENTO,MUSAJA CALIZAYA CESAR IVAN,null,null
CONGRESO DE LA REPÚBLICA,SECRETARIO TECNICO,NECIOSUP SANTA CRUZ VICTOR HUGO,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,NEYRA OLAYCHEA ANGEL,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,NOVOA CRUZADO ANTHONY RENSON,null,null
CONGRESO DE LA REPÚBLICA,TECNICO DEL GRUPO FUNCIONAL DE COMPRAS,NOVOA RUIZ KELY VICTORIA CAROLAINE,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,NUÑEZ MARREROS JESUS DEL CARMEN,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,NUÑEZ SALAS JOSE ANTONIO,null,null
CONGRESO DE LA REPÚBLICA,JEFE DE AREA DE SEGUROS,OBREGON CASTILLO GLORIA NORMA,FIRMADA 18/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=33289&llave=VAUK7WLS&idet=1
CONGRESO DE LA REPÚBLICA,CONGRESISTA,OLAECHEA ALVAREZ CALDERON PEDRO CARLOS,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,OLIVARES CORTES DANIEL FEDERICO,FIRMADA 02/04/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=36390&llave=WHXQAGSF&idet=1
CONGRESO DE LA REPÚBLICA,CONGRESISTA,OMONTE DURAND MARIA DEL CARMEN,null,null
CONGRESO DE LA REPÚBLICA,OFICINA DE COMUNICACIONES,ORMEÑO ASPAUZO MILAGRITOS PATRICIA,FIRMADA 27/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=34847&llave=G0BDWLCP&idet=1
CONGRESO DE LA REPÚBLICA,ASESOR,ORTIZ ZIEGNER CARLOS JAVIER,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,OSEDA YUCRA DANIEL,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,OYOLA RODRIGUEZ JUAN CARLOS,null,null
CONGRESO DE LA REPÚBLICA,TECNICO DEL AREA DE INGENIERIA Y MANTENIMIENTO,PACHAS QUISPE LUIS ERNESTO,null,null
CONGRESO DE LA REPÚBLICA,TECNICO DEL AREA DE INGENIERIA Y MANTENIMIENTO,PAJARES VALERA JOVINO MECIAS,null,null
CONGRESO DE LA REPÚBLICA,JEFE DE LA OFICINA DE PARTICIPACION CIUDADANA,PALMA ENCALADA LENY,FIRMADA 04/03/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=35309&llave=DNW1ZCRO&idet=1
CONGRESO DE LA REPÚBLICA,CONGRESISTA,PALMA MENDOZA JOSE MARVIN,FIRMADA 13/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=32826&llave=05IIOTWX&idet=1
CONGRESO DE LA REPÚBLICA,ASESOR PARLAMENTARIO,PALOMINO CASTRO PABLO ALBERTO,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,PALOMINO SAAVEDRA ANGELICA MARIA,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,PANTOJA CALVO RUBEN,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,PAREDES EYZAGUIRRE ROSARIO,null,null
CONGRESO DE LA REPÚBLICA,ADMINISTRADOR DEL AREA DE ADMINISTRACION DE EDIFICIOS,PASAPERA NAVARRO ORESTES MANUEL,null,null
CONGRESO DE LA REPÚBLICA,JEFE DEL CENTRO DE ESTUDIOS CONSTITUCIONALES Y PARLAMENTARIOS,PATIÑO URCO ANA BERTHA,null,null
CONGRESO DE LA REPÚBLICA,TÉCNICO,PAUCAR VELASQUEZ JOSE JOHNNY,FIRMADA 14/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=32831&llave=UIBMHWMF&idet=1
CONGRESO DE LA REPÚBLICA,PROCURADOR ADJUNTO,PEÑA TAVERA MANUEL EDUARDO,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,PEREZ ESPIRITU LUSMILA,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,PEREZ FLORES JORGE LUIS,null,null
CONGRESO DE LA REPÚBLICA,AUXILIAR DEL AREA DE INGENIERIA Y MANTENIMIENTO,PEREZ MEJIA HUMBERTO,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,PEREZ MIMBELA JHOSEPT AMADO,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,PEREZ OCHOA CARLOS ANDRES,null,null
CONGRESO DE LA REPÚBLICA,ASESOR,PHILCO BAILON SHEILAH IGINIA,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,PICHILINGUE GOMEZ MARCOS ANTONIO,null,null
CONGRESO DE LA REPÚBLICA,JEFE DE AREA DE TRANSCRIPCIONES,PICHILINGUE ROMERO TERESA VICTORIA,FIRMADA 20/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=33067&llave=0JKX9RLS&idet=1
CONGRESO DE LA REPÚBLICA,ASESOR,PIEDRA SALAZAR ANTHONY ARTURO,FIRMADA 26/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=34200&llave=OBYBDQWN&idet=1
CONGRESO DE LA REPÚBLICA,PROFESIONAL DEL GRUPO FUNCIONAL DE COMPRAS,PILCO ASTUDILLO MARCO PABLO,null,null
CONGRESO DE LA REPÚBLICA,ASESOR,PINARES VILLA FLOR YOSELIN,FIRMADA 27/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=34790&llave=F7EO1QBK&idet=1
CONGRESO DE LA REPÚBLICA,CONGRESISTA,PINEDA SANTOS ISAIAS,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,PINEDO ACHACA LILIANA ANGELICA,null,null
CONGRESO DE LA REPÚBLICA,ASESOR,PORTOCARRERO MENDOZA CARLOS GUSTAVO,null,null
CONGRESO DE LA REPÚBLICA,ASESOR,PORTOCARRERO TORRES JESSICA MILAGROS,null,null
CONGRESO DE LA REPÚBLICA,JEFE DE AREA DE DEFENSA DE LAS LEYES,PRADO HERRERA JUAN CARLOS,FIRMADA 27/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=34829&llave=XYUGG4BF&idet=1
CONGRESO DE LA REPÚBLICA,CONGRESISTA,PUÑO LECARNAQUE NAPOLEON,null,null
CONGRESO DE LA REPÚBLICA,ASESOR,QUILCA QUILCA MARIA DEL CARMEN,FIRMADA 04/03/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=35344&llave=ZQKDCSNX&idet=1
CONGRESO DE LA REPÚBLICA,CONGRESISTA,QUISPE APAZA YVAN,null,null
CONGRESO DE LA REPÚBLICA,ASESOR,QUISPE BALDOVINO CARLOS ALBERTO,FIRMADA 28/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=35031&llave=NRCJ9TV6&idet=1
CONGRESO DE LA REPÚBLICA,CONGRESISTA,QUISPE SUAREZ MARIO JAVIER,null,null
CONGRESO DE LA REPÚBLICA,ASESOR,RAMIREZ HUAROTO BEATRIZ MAY LING,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,RAMIREZ PILCO NELSON FRANCO,null,null
CONGRESO DE LA REPÚBLICA,ASESOR,RAMOS ESPINOZA JAVIER HEBERT,null,null
CONGRESO DE LA REPÚBLICA,JEFE DE AREA DE RELATORIA Y AGENDA,RAMOS PAULETT JULIAN SAUL,FIRMADA 24/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=34126&llave=QO3BNEC1&idet=1
CONGRESO DE LA REPÚBLICA,CONGRESISTA,RAMOS ZAPANA RUBEN,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,RAYME MARIN ALCIDES,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,REATEGUI FLORES ROLANDO,FIRMADA 13/03/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=35981&llave=ARYU6TBX&idet=1
CONGRESO DE LA REPÚBLICA,RESPONSABLE DEL G.F. BENIFICIOS Y LIQUIDACIONES,REBATA GUERRA MARISOL,FIRMADA 09/03/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=35759&llave=QDC8ZGT4&idet=1
CONGRESO DE LA REPÚBLICA,ASESOR PARLAMENTARIO,RENGIFO BAHAMONDE JUAN ALBERTO,FIRMADA 05/03/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=35475&llave=DHQGGZ4B&idet=1
CONGRESO DE LA REPÚBLICA,TECNICO DEL AREA DE INGENIERIA Y MANTENIMIENTO,REQUIZ OSORIO JOHN ELVIS,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,RETAMOZO LEZAMA MARIA CRISTINA,FIRMADA 08/05/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=36415&llave=GTZJEP1I&idet=1
CONGRESO DE LA REPÚBLICA,ASESOR,REVILLA LIU JESUS GALINO,FIRMADA 20/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=33673&llave=P5ZEXY9Q&idet=1
CONGRESO DE LA REPÚBLICA,JEFE DE AREA DE EDUCACION CIUDADANA,REYNAGA ALVARADO YIMY,null,null
CONGRESO DE LA REPÚBLICA,Jefe de Área de Operaciones,RIOS CASSANA OSCAR EDGARDO,FIRMADA 07/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=32196&llave=Z4VZJAI7&idet=1
CONGRESO DE LA REPÚBLICA,TECNICO DEL AREA DE ADMINISTRACION DE EDIFICIOS,RIOS PEZO JORGE WILSON,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,RIVAS OCEJO PERCI,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,RIVERA GUERRA WALTER JESUS,null,null
CONGRESO DE LA REPÚBLICA,ASESOR,RIVEROS CARHUAPOMA WILLIAM,FIRMADA 05/03/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=34832&llave=4VRLC9DN&idet=1
CONGRESO DE LA REPÚBLICA,ASESOR PARLAMENTARIO,ROBINSON URTECHO PATRICIA,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,ROBLES URIBE LIZBETH HILDA,FIRMADA 12/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=32703&llave=IAZSBJEB&idet=1
CONGRESO DE LA REPÚBLICA,CONGRESISTA,RODAS MALCA TANIA ROSALIA,null,null
CONGRESO DE LA REPÚBLICA,ASESOR,RODRIGUEZ QUISPE RICHARD ALBERTO,null,null
CONGRESO DE LA REPÚBLICA,ASESOR,RODRIGUEZ VASQUEZ MARIA ELENA,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,ROEL ALVA LUIS ANDRES,null,null
CONGRESO DE LA REPÚBLICA,JEFE DE AREA DE TESORERIA,ROJAS MANRIQUE ALFREDO ANTONIO,null,null
CONGRESO DE LA REPÚBLICA,TECNICO DEL GRUPO FUNCIONAL DE COMPRAS,ROJAS MARTINEZ LUCY CARLITA,FIRMADA 29/10/2018,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=3554&llave=PXGQNR2L&idet=1
CONGRESO DE LA REPÚBLICA,ESPECIALISTA DEL AREA DE INGENIERIA Y MANTENIMIENTO,ROJAS OLIVOS SEGUNDO WILFREDO,null,null
CONGRESO DE LA REPÚBLICA,PARLAMENTARIO ANDINO,ROMERO CASTRO JORGE LUIS BENJAMIN,null,null
CONGRESO DE LA REPÚBLICA,TECNICO DEL GRUPO FUNCIONAL DE COMPRAS,ROSALES CHAVEZ JESSICA YANETT,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,RUBIO GARIZA RICHARD,null,null
CONGRESO DE LA REPÚBLICA,ASESOR,RUIZ MONDRAGON EDWIN,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,RUIZ PINEDO ROLANDO RUBEN,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,SAAVEDRA OCHARAN MONICA ELIZABETH,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,SAGASTI HOCHHAUSLER FRANCISCO RAFAEL,FIRMADA 12/03/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=35260&llave=TYA0OMBS&idet=1
CONGRESO DE LA REPÚBLICA,JEFE DE DEPARTAMENTO DE LOGISTICA,SALAS BERMEJO MARIA CAROLINA,FIRMADA 02/11/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=47027&llave=OJQMKOC4&idet=1
CONGRESO DE LA REPÚBLICA,CONGRESISTA,SALAZAR DE LA TORRE MILAGROS EMPERATRIZ,FIRMADA 25/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=34410&llave=ZFODKRM5&idet=1
CONGRESO DE LA REPÚBLICA,ASESOR,SALDAÑA ESTRADA IVAN ESTEBAN,null,null
CONGRESO DE LA REPÚBLICA,ASESOR,SALDAÑA RAMIREZ JORGE LUIS,null,null
CONGRESO DE LA REPÚBLICA,JEFE DE AREA DE DESARROLLO Y BIENESTAR DE PERSONAL,SALDARRIAGA MORENO JOSE CARLOS,FIRMADA 25/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=34382&llave=GUWNCXQL&idet=1
CONGRESO DE LA REPÚBLICA,CONGRESISTA,SALGADO RUBIANES LUZ FILOMENA,FIRMADA 30/06/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=32391&llave=ZGOTZVKN&idet=1
CONGRESO DE LA REPÚBLICA,OFICINA DE COOPERACION INTERNACIONAL,SALINAS CASTILLA JAVIER ARTURO,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,SALINAS LOPEZ FRANCO,null,null
CONGRESO DE LA REPÚBLICA,ASESOR,SALVADOR CARDENAS GABRIELA AIDA,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,SANCHEZ LUIS ORESTES POMPEYO,null,null
CONGRESO DE LA REPÚBLICA,PROFESIONAL DEL AREA DE PROCURADURIA,SANCHEZ RODRIGUEZ LUIS ALBERTO,FIRMADA 06/03/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=35625&llave=4QSKPZHU&idet=1
CONGRESO DE LA REPÚBLICA,ASESOR,SANCHEZ TENORIO WILLIAN,null,null
CONGRESO DE LA REPÚBLICA,PROFESIONAL DEL AREA DE PROCURADURIA,SANDOVAL VARGAS SHELLA ADITA,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,SANTILLANA PAREDES ROBERTINA,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,SILUPU INGA MARIA LUISA,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,SILVA SANTISTEBAN MANRIQUE ROCIO YOLANDA ANGELICA,FIRMADA 13/03/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=36317&llave=SQ3LJTHQ&idet=1
CONGRESO DE LA REPÚBLICA,CONGRESISTA,SIMEON HURTADO LUIS CARLOS,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,SOLIS GUTIERREZ ZENAIDA,FIRMADA 12/05/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=36419&llave=JAMIHEUF&idet=1
CONGRESO DE LA REPÚBLICA,RESPONSABLE DEL G.F. CONTABILIDAD PRESUPUESTAL,SORNOZA OBREGON LILIAN DEL ROSARIO,FIRMADA 11/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=32546&llave=HHVBYEKA&idet=1
CONGRESO DE LA REPÚBLICA,ASESOR,SOSA PEREZ FELICIANO,FIRMADA 14/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=32345&llave=OA2XALMF&idet=1
CONGRESO DE LA REPÚBLICA,ASESOR,SOTO GAMBOA MANUEL FRANCISCO,FIRMADA 27/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=34806&llave=VZ6KGQAH&idet=1
CONGRESO DE LA REPÚBLICA,PARLAMENTARIO ANDINO,SOUSA HUANAMBAL VICTOR ROLANDO,null,null
CONGRESO DE LA REPÚBLICA,ASESOR,TAPIA FERNANDEZ ULIALINY DOLORES,null,null
CONGRESO DE LA REPÚBLICA,RESPONSABLE DEL G.F. DE CAJA,TARAZONA PAREDES BELIT,null,null
CONGRESO DE LA REPÚBLICA,AUXILIAR DEL AREA DE ABASTECIMIENTO,TARAZONA SORIA JUDITH MARIELLA,null,null
CONGRESO DE LA REPÚBLICA,TECNICO DEL AREA DE INGENIERIA Y MANTENIMIENTO,TAYPE SEGAMA OVIDIO,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,TITO ORTEGA ERWIN,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,TOCTO GUERRERO FELICITA MADALEINE,null,null
CONGRESO DE LA REPÚBLICA,JEFE DE AREA DE GRABACIONES,TORRES CORDOVA PERCY OSWALDO,FIRMADA 18/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=33362&llave=AJQVW5TC&idet=1
CONGRESO DE LA REPÚBLICA,CONGRESISTA,TORRES MORALES MIGUEL ANGEL,null,null
CONGRESO DE LA REPÚBLICA,ASESOR,TORRES TRELLES MONICA MARILU,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,TROYES DELGADO HANS,null,null
CONGRESO DE LA REPÚBLICA,JEFE DE FONDO EDITORIAL,TRUJILLO RUIZ DANTE FERNANDO,FIRMADA 18/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=33375&llave=BTUALYNV&idet=1
CONGRESO DE LA REPÚBLICA,CONGRESISTA,TRUJILLO ZEGARRA GILMER,null,null
CONGRESO DE LA REPÚBLICA,ASESOR,TUDELA GUTIERREZ ADRIANA JOSEFINA,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,URRESTI ELERA DANIEL BELIZARIO,FIRMADA 02/06/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=36462&llave=STEYD5TN&idet=1
CONGRESO DE LA REPÚBLICA,CONGRESISTA,VALDEZ FARIAS LUIS ALBERTO,FIRMADA 23/06/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=36430&llave=GJTSBC3V&idet=1
CONGRESO DE LA REPÚBLICA,PROFESIONAL DEL GRUPO FUNCIONAL DE COMPRAS,VALENTIN CALIXTO JUDITH PILAR,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,VALER COLLADO VALERIA CAROLINA,null,null
CONGRESO DE LA REPÚBLICA,PROFESIONAL DEL AREA DE INGENIERIA Y MANTENIMIENTO,VALER SEHUIN ORLANDO,null,null
CONGRESO DE LA REPÚBLICA,ASESOR,VARILLAS ORDOÑEZ ROSA PETRONILA,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,VASQUEZ BECERRA JORGE,null,null
CONGRESO DE LA REPÚBLICA,RESPONSABLE DEL G.F. CONTABILIDAD PATRIMONIAL,VASQUEZ CASTRO ALAN HEIDELBERG,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,VASQUEZ CHUQUILIN MIRTHA ESTHER,FIRMADA 12/03/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=36167&llave=8PDXEXOJ&idet=1
CONGRESO DE LA REPÚBLICA,CONGRESISTA,VASQUEZ TAN GRIMALDO,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,VEGA ANTONIO JOSE ALEJANDRO,null,null
CONGRESO DE LA REPÚBLICA,PROFESIONAL DEL AREA DE INGENIERIA Y MANTENIMIENTO,VEGA TAPIA JULIA ISELA,null,null
CONGRESO DE LA REPÚBLICA,PROFESIONAL DEL GRUPO FUNCIONAL DE COMPRAS,VEGA VIVANCO EDISON JOSÉ,null,null
CONGRESO DE LA REPÚBLICA,RESPONSABLE DEL G.F SERVICIO SOCIAL,VELARDE SAMPEN MARIA MARLENA,null,null
CONGRESO DE LA REPÚBLICA,ASESOR,VENERO AUCCA GUYEN,FIRMADA 27/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=34739&llave=UWQPT6ZQ&idet=1
CONGRESO DE LA REPÚBLICA,CONGRESISTA,VERDE HEIDINGER MARCO ANTONIO,null,null
CONGRESO DE LA REPÚBLICA,RESPONSABLE DEL G.F. IMPRENTA,VERGARA DIAZ PEDRO MARTIN,null,null
CONGRESO DE LA REPÚBLICA,Jefe del Área de Proyectos de la Oficina de Tecnología de la Información,VICENTE MOSCOSO JHON,FIRMADA 17/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=33203&llave=7FTZNSVR&idet=1
CONGRESO DE LA REPÚBLICA,CONGRESISTA,VIGO GUTIERREZ WIDMAN NAPOLEON,null,null
CONGRESO DE LA REPÚBLICA,ASESOR,VILLANUEVA VILLANUEVA VICTOR PERCY,null,null
CONGRESO DE LA REPÚBLICA,JEFE DE AREA DE SERVICIOS DE INVESTIGACION Y SEGUIMIENTO PRESUPUESTAL,VILLAVICENCIO RIVERA MONICA SHEILA,FIRMADA 18/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=33296&llave=HK21DMIL&idet=1
CONGRESO DE LA REPÚBLICA,JEFE DE AREA DE DESPACHO PARLAMENTARIO,VILLENA CHANGANAQUI JOSE FRANCISCO,FIRMADA 26/02/2020,https://dji.pide.gob.pe/consultas-dji/descarga.php?cod=34544&llave=WBK64AUF&idet=1
CONGRESO DE LA REPÚBLICA,CONGRESISTA,VIVANCO REYES MIGUEL ANGEL,null,null
CONGRESO DE LA REPÚBLICA,TECNICO DEL GRUPO FUNCIONAL DE COMPRAS,YARUPAITAN VERGARA CIRO GIOVANNI,null,null
CONGRESO DE LA REPÚBLICA,RESPONSABLE DEL G.F. REMUNERACIONES,YOVERA YAMUNAQUE PASCUAL,null,null
CONGRESO DE LA REPÚBLICA,JEFE DE AREA DE CONTROL PATRIMONIAL,YUPANQUI FABIAN MARYLIN ROSARIO,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,YUPANQUI MIÑANO MARIANO ANDRES,null,null
CONGRESO DE LA REPÚBLICA,CONGRESISTA,ZARATE ANTON EDWARD ALEXANDER,null,null
